#{"t_start": 1729549721.708162, "env_id": "None"}
r,l,t
-0.178919,2,76.668765
0.156776,3,76.737775
-0.194229,3,76.806689
0.178298,5,76.878022
-0.5,1,76.943552
-0.108001,3,77.010774
0.637275,5,77.083384
0.512984,5,77.15726
1.522588,9,77.502075
0.13177,3,77.57354
0.474662,5,77.653984
-0.036916,3,77.725881
-0.242441,2,77.795143
0.247525,4,77.863877
0.883219,5,77.931787
-0.181092,2,77.99706
-0.027378,3,78.060468
0.002292,3,78.128206
1.57745,8,78.201266
0.082665,4,78.270879
-0.181525,2,78.336788
-0.040709,3,78.403193
1.573792,8,78.478135
-0.5,1,78.541277
-0.16882,2,78.606866
-0.220497,2,78.67319
-0.070634,4,78.743244
-0.011957,3,78.808396
0.111881,3,78.87702
0.321276,6,78.95126
-0.183902,3,79.019594
1.685452,7,79.092115
0.076228,3,79.158858
1.24235,8,79.23137
1.454946,8,79.305301
0.977204,7,79.381171
1.363277,7,79.458208
0.014425,3,79.525487
0.335238,4,79.595604
0.526763,5,79.668405
-0.248312,2,79.733282
0.274431,5,79.805736
0.25674,4,79.88036
0.633095,7,79.95499
-0.5,1,80.022097
0.695912,5,80.093367
0.264738,4,80.160039
0.178204,3,80.225197
-0.003677,3,80.295276
0.13509,3,80.363196
1.014814,6,80.433922
-0.216344,2,80.510703
0.330098,4,80.582835
1.23325,8,80.660736
0.592437,6,80.732231
-0.162649,2,80.79731
2.233953,13,80.877499
0.719524,6,80.948012
-0.228213,2,81.012272
0.798866,8,81.084091
-0.220295,2,81.151633
1.112057,8,81.225777
0.679219,7,81.300323
0.584223,5,81.368861
0.10063,4,81.436522
0.178585,3,81.501394
0.564511,5,81.569209
0.100233,3,81.634106
0.4767,5,81.702567
1.477453,9,81.776664
-0.5,1,81.836579
-0.301433,2,81.90496
0.271824,4,81.9795
0.265566,8,82.056898
-0.5,1,82.126881
0.220876,5,82.19875
-0.171243,2,82.26195
0.830999,7,82.333932
1.198054,6,82.405802
-0.5,1,82.468839
0.334706,4,82.534345
-0.266808,3,82.599775
0.334193,4,82.667543
0.498315,5,82.737492
0.012936,3,82.802921
0.619129,6,82.87384
0.880988,6,82.945121
0.195644,3,83.014862
0.197156,5,83.085742
0.454219,6,83.162551
1.175351,6,83.237863
-0.5,1,83.301366
0.249159,4,83.37332
0.289316,4,83.44076
-0.16683,2,83.514655
0.09702,3,83.5858
-0.044595,4,83.656112
2.065126,13,83.742829
0.358115,4,83.818051
1.662688,9,83.899359
0.52989,4,83.969416
-0.049684,3,84.039593
0.527865,5,84.113797
0.015144,3,84.185182
-0.5,1,84.252777
0.167883,3,84.321262
0.177365,3,84.389019
0.516076,4,84.464891
0.229332,4,84.540529
1.299725,6,84.615877
0.067778,3,84.682403
0.278991,4,84.753701
-0.021816,3,84.818235
0.934193,6,84.890735
0.173751,4,84.962628
-0.215221,2,85.032614
-0.206213,2,85.096381
1.746396,8,85.172826
0.141005,3,85.241285
1.778291,8,85.318846
-0.059694,3,85.386279
-0.120333,3,85.456902
-0.011333,3,85.528486
0.674053,5,85.596967
-0.200758,3,85.666693
-0.081184,3,85.733079
0.507979,5,85.800241
0.148611,3,85.868462
0.684756,5,85.936768
1.050656,6,86.00926
0.497874,8,86.085841
-0.243235,2,86.155809
0.298584,4,86.224634
-0.189825,2,86.289252
-0.18465,2,86.355736
-0.5,1,86.42021
0.475055,4,86.486581
0.142313,4,86.555107
0.345519,4,86.622297
0.485927,4,86.689574
0.146661,3,86.756761
-0.197743,2,86.821339
-0.5,1,86.883231
-0.240248,2,86.958129
0.677085,5,87.0343
0.102926,3,87.104629
0.119332,3,87.172293
1.462986,7,87.24538
3.031927,13,87.330734
0.836394,6,87.405175
1.79201,9,87.486335
0.779741,6,87.557542
-0.19396,3,87.624599
-0.387808,2,87.687367
0.723541,5,87.754015
-0.018446,3,87.82319
0.419026,4,87.890638
0.072091,3,87.957136
-0.23019,2,88.021854
-0.186474,2,88.086984
-0.5,1,88.152049
-0.020361,3,88.224635
1.097392,8,88.305559
0.706042,6,88.378079
0.145147,3,88.450509
0.148222,3,88.520773
-0.192196,2,88.583004
0.002495,3,88.651398
0.05269,4,88.71661
-0.003225,4,88.784456
0.504514,6,88.854021
-0.5,1,88.913993
1.316926,7,88.985701
-0.3811,2,89.051689
0.187058,3,89.124284
0.268983,4,89.195786
0.136227,3,89.267841
-0.005102,3,89.333153
-0.018017,3,89.402313
0.215054,4,89.474258
0.622514,5,89.550824
-0.201694,3,89.621489
-0.138757,2,89.6913
-0.5,1,89.757723
0.905936,6,89.835242
0.129328,3,89.904961
1.251231,7,89.982654
2.2162,10,90.065097
0.480867,5,90.13795
-0.12322,2,90.205918
0.623679,5,90.278271
-0.5,1,90.346149
-0.079646,3,90.418864
0.653473,6,90.492893
0.066277,4,90.567249
0.247824,4,90.643511
0.163137,4,90.716008
-0.261225,2,90.782844
-0.100781,3,90.850545
-0.195985,2,90.914711
1.245692,7,90.988476
2.930596,11,91.06737
0.28181,4,91.134595
0.68441,5,91.203815
-0.24321,2,91.267381
1.67806,8,91.343528
0.768465,6,91.416862
0.222195,5,91.49037
1.943888,9,91.567659
-0.169447,2,91.63549
0.422339,5,91.707452
0.666869,6,91.784571
1.224655,8,91.857202
0.576374,6,91.934535
0.053138,3,92.005204
0.31151,4,92.074932
0.61429,5,92.17415
-0.256064,2,92.288248
-0.065656,3,92.36223
0.029561,4,92.436033
-0.423856,3,92.505833
-0.182435,3,92.580227
0.088833,4,92.653662
-0.5,1,92.727295
0.466611,5,92.803887
-0.3684,2,92.871131
0.099026,3,92.94082
0.021203,3,93.011384
0.122436,3,93.080079
-0.161725,2,93.146963
1.138678,7,93.223442
-0.5,1,93.292344
0.813223,5,93.367996
0.180693,3,93.441608
-0.021936,6,93.519627
1.405317,8,93.600488
1.458239,8,93.687227
1.247626,6,93.762854
0.451064,4,93.839449
0.129021,4,93.91527
0.210882,3,93.984641
-0.179001,2,94.051194
0.509966,4,94.12489
0.27158,4,94.20003
0.656629,6,94.276173
-0.283902,3,94.347871
-0.172282,2,94.439081
-0.293734,2,94.506453
0.111923,3,94.575666
1.260615,7,94.656469
-0.5,1,94.721815
0.264253,5,94.79638
0.229131,4,94.863646
0.277113,4,94.930926
0.303559,5,95.000395
1.139951,7,95.074485
0.981512,7,95.148387
-0.170948,2,95.217977
0.755174,5,95.287323
0.530098,5,95.356627
1.453706,7,95.436255
-0.5,1,95.503496
-0.342767,2,95.570522
1.218209,7,95.650629
-0.009745,5,95.722364
0.164843,4,95.79393
0.492893,5,95.868944
0.289245,4,95.939748
3.589676,17,96.027918
0.266241,5,96.196253
1.244684,9,96.277209
1.160811,7,96.353882
1.159548,6,96.427228
2.25216,11,96.507156
1.254975,7,96.582263
-0.173287,2,96.646711
-0.234756,2,96.710853
-0.190501,2,96.774068
1.228454,6,96.84616
0.369015,5,96.913435
-0.188583,2,96.983427
-0.5,1,97.052431
-0.214043,2,97.124659
-0.022781,3,97.193082
0.099908,3,97.264223
0.983081,6,97.343938
0.405335,4,97.419005
0.164453,5,97.497526
0.515881,4,97.570286
0.652208,6,97.64676
0.456412,4,97.720268
0.198246,3,97.792113
1.379416,7,97.869377
0.43061,5,97.940697
-0.147903,3,98.008684
-0.160519,2,98.072907
0.19115,3,98.138792
0.826359,5,98.205741
-0.5,1,98.2687
1.263699,7,98.343615
0.156352,3,98.48192
-0.281729,2,98.560477
0.082461,6,98.666434
0.031168,3,98.742496
0.621799,5,98.811947
1.154755,8,98.887682
1.190958,7,98.960456
1.332601,8,99.034605
-0.154971,4,99.101689
0.979195,5,99.169858
0.747817,5,99.240154
-0.5,1,99.303498
0.085208,4,99.369876
-0.184019,2,99.432126
0.198854,4,99.49876
0.043797,3,99.563788
1.703354,8,99.636424
-0.06083,3,99.700926
0.771462,5,99.769237
0.485134,5,99.840078
0.735067,5,99.913168
-0.083916,3,99.978158
0.99622,6,100.047125
-0.5,1,100.111692
0.152419,4,100.180807
0.279685,5,100.252863
0.809341,7,100.327533
0.178602,4,100.398199
-0.231925,2,100.464383
0.200609,3,100.539695
0.012938,3,100.615509
0.991939,5,100.706901
0.243852,4,100.777297
0.386055,5,100.85237
-0.150686,2,100.922089
0.460152,5,100.995485
-0.26538,3,101.064824
0.951704,6,101.140245
1.123835,8,101.215458
0.862343,8,101.292795
0.529044,5,101.363865
0.079908,3,101.430207
0.184923,3,101.499115
-0.5,1,101.565807
1.486475,9,101.643775
0.339105,5,101.716032
-0.052243,3,101.782073
0.405474,6,101.857026
-0.193185,2,101.924459
0.610099,6,101.99908
0.843408,5,102.074437
0.708757,8,102.153332
0.070655,3,102.229444
0.076678,4,102.302088
0.088298,4,102.380262
0.330761,4,102.455657
0.437685,4,102.528847
-0.190974,3,102.601153
1.404553,8,102.681134
0.477124,4,102.751859
-0.298878,3,102.822693
1.595042,9,102.90057
0.189765,4,102.974705
1.445209,10,103.057076
1.957876,11,103.139152
0.171677,3,103.212433
0.737124,7,103.288398
0.664087,6,103.361965
0.639389,5,103.431387
0.06062,3,103.498348
-0.5,1,103.558942
0.665479,5,103.630987
-0.5,1,103.692742
0.06982,3,103.757731
1.37363,7,103.834811
0.964875,6,103.908808
-0.172432,5,103.981549
0.112208,4,104.049571
1.113654,8,104.122645
-0.228182,2,104.187129
-0.5,1,104.249601
-0.100107,4,104.314819
0.51051,4,104.381909
0.172232,4,104.449279
0.852559,6,104.519621
-0.157198,2,104.584602
-0.240909,2,104.648471
-0.225384,4,104.715626
0.096069,3,104.786443
1.443543,8,104.859565
-0.051189,3,104.925074
0.133948,6,104.998758
0.068844,3,105.068141
0.0528,3,105.138318
0.073792,4,105.209436
-0.191223,2,105.278854
0.567038,4,105.348612
0.529949,6,105.422707
0.29561,4,105.492035
0.003446,3,105.559489
-0.205222,2,105.624609
-0.079874,3,105.690986
0.026559,3,105.763063
0.706887,6,105.838583
0.172886,4,105.90696
-0.138606,3,105.970558
-0.229148,3,106.038364
-0.051985,3,106.105026
-0.5,1,106.167304
0.036512,3,106.233758
0.43178,4,106.301419
0.125119,5,106.381177
-0.421709,2,106.447263
0.326157,5,106.517454
-0.163651,3,106.586113
0.372438,4,106.656101
0.218068,4,106.73031
1.863995,9,106.811034
0.737908,6,106.883127
1.42254,8,106.962274
0.700899,5,107.02934
0.32356,4,107.098351
0.418103,4,107.170113
1.18951,7,107.252782
0.199508,4,107.326252
0.98438,6,107.404546
-0.105866,3,107.476752
2.794682,11,107.561399
0.164233,5,107.635732
1.290616,7,107.712296
1.691015,9,107.797114
1.394451,7,107.879016
0.586269,4,107.951295
0.943932,6,108.032067
0.037712,3,108.102754
0.44723,4,108.176615
-0.00766,3,108.24697
3.067614,13,108.336396
0.331194,4,108.41535
-0.442388,3,108.4872
0.064331,3,108.561236
0.211655,4,108.63551
1.286352,7,108.716316
-0.184307,2,108.784457
0.640719,5,108.858754
0.80544,6,108.934443
0.918264,7,109.014037
0.381198,4,109.085784
0.715551,6,109.160935
0.292416,4,109.227959
0.125184,3,109.294548
1.18077,6,109.373239
0.012333,3,109.445952
0.442794,4,109.515634
0.0793,3,109.584299
0.025711,3,109.654111
0.577217,4,109.725428
-0.035652,3,109.797827
0.133122,4,109.871344
-0.5,1,109.936074
0.337155,4,110.005954
0.771692,6,110.078518
-0.008009,3,110.146816
0.194332,4,110.21665
0.075545,3,110.284177
0.639179,5,110.353379
1.953845,11,110.434566
1.801562,9,110.510647
0.370018,4,110.583395
1.512228,7,110.662122
0.793298,6,110.739018
0.261282,6,110.817998
0.119764,3,111.206436
-0.347759,2,111.279113
-0.5,1,111.350158
0.60437,4,111.424188
0.293273,5,111.500036
0.192138,4,111.57324
0.82304,8,111.652249
1.35844,6,111.728456
0.528194,4,111.801276
2.906528,11,111.885246
0.589064,6,111.962447
0.450906,4,112.033545
0.045296,3,112.100237
-0.181863,2,112.165655
0.974354,6,112.237096
0.128097,3,112.306607
0.354732,4,112.380517
-0.5,1,112.452305
1.064483,8,112.533967
-0.289026,3,112.604825
0.977836,7,112.685376
0.05223,3,112.76246
0.266978,4,112.83429
0.89411,7,112.911051
0.458238,4,112.980662
0.608783,5,113.054708
1.035551,7,113.129567
0.898397,6,113.201651
0.743629,5,113.273437
0.09014,3,113.342094
0.149235,3,113.407672
1.184728,6,113.479596
-0.344357,3,113.547412
0.370694,4,113.616416
-0.100324,5,113.686092
0.497078,4,113.755705
0.147661,4,113.824467
-0.187024,4,113.892281
-0.5,1,113.956997
1.116951,8,114.030283
0.225771,4,114.098817
-0.02706,3,114.164903
0.145067,3,114.234508
0.86857,5,114.304895
2.224374,10,114.382745
0.686424,5,114.452887
1.846134,7,114.526118
0.099385,3,114.593264
1.418748,7,114.668459
1.066253,6,114.742743
1.881758,10,114.821468
-0.025502,3,114.88811
-0.094744,3,114.953866
-0.025651,3,115.023575
1.044249,6,115.095934
0.016746,3,115.16307
0.198359,4,115.234447
-0.5,1,115.301431
0.887557,6,115.375991
0.491722,4,115.446838
-0.5,1,115.5116
-0.030979,3,115.581888
1.78113,11,115.664936
0.773668,5,115.739093
0.639682,6,115.815356
2.35549,11,115.902449
2.745598,11,115.987206
2.100973,10,116.068474
0.754052,6,116.144626
0.599408,7,116.221261
0.446723,4,116.291691
-0.255792,2,116.357742
-0.199048,2,116.420561
1.984117,9,116.501482
0.730714,6,116.572932
0.050105,3,116.641381
0.646623,5,116.71033
0.727933,8,116.787186
-0.280772,2,116.860687
0.619716,6,116.933426
0.355588,5,117.007066
2.834889,11,117.086365
1.116421,6,117.158641
0.014489,3,117.224244
-0.093352,3,117.290727
-0.5,1,117.354255
0.698947,5,117.426904
-0.420679,2,117.494936
-0.085649,3,117.564346
0.369502,4,117.636964
-0.179873,2,117.703413
0.074096,3,117.772747
0.049683,3,117.841076
-0.088435,3,117.909207
0.860753,7,117.980509
1.286,7,118.050309
1.425208,9,118.123606
0.364502,4,118.188943
0.463902,5,118.255358
0.523448,5,118.321886
0.415512,5,118.388597
0.522429,6,118.465807
0.284238,4,118.536659
0.514068,5,118.609371
0.294752,4,118.679591
0.470497,6,118.751134
1.425138,7,118.824641
-0.286553,3,118.890576
0.146416,3,118.958673
0.713997,5,119.02514
0.511839,6,119.094001
0.475931,4,119.158912
-0.364411,2,119.221192
0.786048,5,119.287813
0.118753,3,119.351403
-0.200885,2,119.413606
0.350263,4,119.484544
-0.5,1,119.548254
0.392776,4,119.614586
-0.074995,3,119.679369
0.002303,3,119.748329
0.850373,6,119.819471
-0.247574,2,119.880785
0.243846,4,119.945761
0.016541,3,120.00948
0.113851,3,120.073353
0.379157,5,120.139927
-0.116202,4,120.205204
0.043764,3,120.269214
-0.140902,2,120.332901
0.435056,5,120.401842
1.414253,8,120.474166
0.459493,4,120.540768
2.914468,13,120.627479
-0.177173,2,120.691069
-0.5,1,120.754531
1.066027,7,120.829127
-0.183566,2,120.891274
0.297196,4,120.956514
-0.5,1,121.017491
0.768258,6,121.086825
-0.057404,3,121.151475
-0.161703,2,121.213883
1.623113,9,121.286982
0.222744,4,121.351627
0.01436,3,121.415014
1.255147,8,121.486375
0.675311,5,121.554255
0.793931,5,121.627532
0.097888,3,121.700381
-0.5,1,121.765692
4.757915,18,121.857158
-0.5,1,121.919115
0.068017,3,121.984237
-0.263696,3,122.048161
0.176991,3,122.11273
0.450062,4,122.178818
0.350944,4,122.244827
0.220872,3,122.308366
-0.187087,2,122.372177
0.042787,3,122.436034
0.395716,4,122.501198
-0.194165,2,122.563541
-0.02223,3,122.630548
0.043018,3,122.702113
1.013459,6,122.770629
0.164808,3,122.834166
0.105952,3,122.897768
1.012968,6,122.967635
0.707642,5,123.034649
1.723134,9,123.108195
1.061244,6,123.177275
-0.5,1,123.238001
0.441459,4,123.303169
0.044468,3,123.367267
0.544513,4,123.446567
1.167965,10,123.55282
0.576538,5,123.632577
1.018547,6,123.709482
1.454438,8,123.781434
-0.5,1,123.843054
-0.128538,2,123.905247
-0.5,1,123.966032
1.517926,8,124.039455
0.501618,5,124.106869
-0.116721,4,124.172966
-0.5,1,124.233597
-0.2048,2,124.295498
1.63966,7,124.365461
0.359466,5,124.434071
0.372454,4,124.505007
0.978068,6,124.575371
0.713247,6,124.645501
2.268673,11,124.722616
0.299971,6,124.793486
-0.20096,2,124.856133
0.062963,5,124.922711
0.403637,5,124.990406
0.318146,4,125.056409
0.108774,3,125.120209
0.049642,3,125.187828
2.807276,11,125.264636
-0.126583,2,125.327242
-0.046636,3,125.391278
1.446355,11,125.46655
0.628761,5,125.533738
1.495126,8,125.604654
0.841349,5,125.66989
0.204484,3,125.733618
0.381486,5,125.800203
0.118985,3,125.864088
0.106376,3,125.927764
0.43485,4,125.992609
0.165853,5,126.058497
0.678372,10,126.1326
-0.5,1,126.193063
-0.100624,3,126.25975
0.693025,5,126.328149
0.306999,4,126.396052
-0.038322,3,126.463366
0.344576,5,126.53194
0.691178,5,126.60084
-0.021943,3,126.666122
0.153167,3,126.731741
0.809383,5,126.800428
-0.5,1,126.86039
-0.167507,2,126.923683
0.253948,4,126.988916
0.821805,6,127.056707
1.114211,6,127.12465
-0.5,1,127.186213
-0.191278,2,127.249785
1.192873,7,127.320445
-0.5,1,127.38304
0.730622,5,127.452715
2.050467,11,127.530282
-0.246839,3,127.594983
-0.157971,3,127.660478
0.164597,3,127.726553
0.311572,4,127.796006
-0.5,1,127.861743
0.281846,4,127.935694
1.035028,7,128.01133
2.263172,9,128.086358
-0.206177,3,128.154119
1.005237,7,128.226335
-0.236293,2,128.291988
1.10789,6,128.363378
0.367834,4,128.432114
1.661162,8,128.504705
0.355998,4,128.569677
0.34286,4,128.636807
-0.256109,3,128.701823
0.228322,4,128.771529
0.459619,4,128.838535
0.158571,3,128.903073
1.87651,11,128.980565
0.345287,4,129.048136
0.075108,3,129.114842
-0.165211,2,129.179253
2.848916,13,129.262624
0.031244,4,129.330107
-0.238684,2,129.394021
-0.040748,4,129.459156
-0.101001,3,129.523251
1.145179,7,129.595541
-0.5,1,129.655864
0.121393,4,129.721575
-0.5,1,129.785126
0.470953,4,129.853662
-0.189947,3,129.919017
0.654177,7,129.989227
0.380736,5,130.059826
0.090339,3,130.123566
0.048145,4,130.189538
0.576068,6,130.258425
0.462531,4,130.325325
1.638355,9,130.400094
0.513892,5,130.472069
-0.279852,2,130.542611
0.526254,7,130.614996
0.118058,3,130.681744
-0.1376,2,130.74381
-0.221561,2,130.80631
0.200971,4,130.876883
0.060186,3,130.947613
1.195659,7,131.022483
0.589218,6,131.0918
-0.175055,2,131.155902
1.52307,8,131.23013
0.354624,4,131.298033
0.134821,5,131.38066
0.970962,7,131.46065
-0.042811,3,131.545165
0.08866,4,131.612467
1.633076,7,131.683375
0.631952,5,131.754175
0.105403,3,131.826695
0.374986,4,131.89629
1.078819,6,131.964905
1.55568,7,132.035732
0.341712,4,132.102195
1.041412,8,132.183369
1.498688,7,132.254235
0.334255,4,132.319743
-0.5,1,132.380738
0.099826,3,132.445253
0.401957,7,132.515026
-0.190425,3,132.578283
-0.0129,4,132.643383
0.606031,5,132.714329
0.078145,3,132.782349
-0.335574,3,132.846341
-0.058538,4,132.911869
2.202197,9,132.985263
0.475129,5,133.058683
-0.268579,2,133.128588
-0.154604,2,133.195339
-0.233712,2,133.25882
-0.228278,2,133.320992
0.164771,4,133.388533
0.326657,7,133.463431
0.082947,3,133.527751
0.703721,6,133.596659
0.888624,6,133.670371
-0.5,1,133.734411
-0.185382,3,133.801069
0.730843,5,133.86788
0.001236,3,133.931996
-0.237474,3,133.995717
0.969792,6,134.063798
0.625892,5,134.13289
1.039544,7,134.204571
0.938729,6,134.274018
0.222957,6,134.342427
0.20889,8,134.416742
-0.286955,2,134.482611
0.485166,4,134.548002
1.641371,8,134.62208
0.119856,3,134.692434
-0.219949,3,134.759312
0.945017,6,134.832238
0.609163,5,134.904173
0.429779,4,134.974255
0.565821,4,135.043202
0.810834,5,135.115267
-0.5,1,135.178832
-0.250024,2,135.242593
0.912756,6,135.311482
0.364813,5,135.392751
0.447931,5,135.467487
0.50643,5,135.54158
-0.5,1,135.605085
-0.228099,2,135.668216
0.220691,4,135.733211
0.121692,3,135.797444
-0.226647,2,135.860008
0.433365,4,135.93026
0.871703,7,136.004788
0.511514,4,136.078008
-0.181149,2,136.142293
-0.155318,2,136.20714
-0.5,1,136.270932
2.407224,11,136.348456
0.115934,3,136.417537
1.739986,8,136.493217
0.229916,4,136.565335
0.077557,4,136.634875
1.196775,6,136.70711
-0.154502,2,136.771985
0.661574,5,136.843534
-0.5,1,136.906738
-0.390915,4,136.975223
0.742204,6,137.046808
-0.332907,2,137.11313
-0.5,1,137.174147
1.034999,6,137.243033
-0.104062,4,137.307811
-0.047935,3,137.372307
4.076316,15,137.453802
-0.204535,3,137.516616
-0.027819,3,137.580711
0.392201,5,137.659785
0.306826,4,137.731718
0.876173,5,137.805669
0.08683,3,137.870915
-0.258937,2,137.933059
1.029059,9,138.005821
0.695975,5,138.072751
-0.220059,2,138.135707
1.035548,6,138.20914
1.402968,9,138.294001
5.347785,22,138.391889
0.059182,3,138.456289
1.288398,9,138.529505
0.473863,4,138.601729
-0.176986,2,138.672696
-0.127363,4,138.743308
-0.109223,4,138.814412
1.821341,8,138.892088
0.092144,3,138.959786
0.451106,7,139.02955
0.905531,6,139.097659
-0.132704,4,139.162778
0.836536,6,139.231122
0.131157,3,139.294752
0.348388,4,139.359758
-0.5,1,139.41997
0.369734,4,139.484975
0.968125,6,139.552796
1.228797,7,139.623383
1.230382,7,139.692629
0.096248,5,139.759072
0.066562,3,139.823154
-0.127044,3,139.886919
0.894,6,139.955037
0.416938,4,140.0205
1.200006,8,140.091673
0.006239,3,140.154914
-0.079018,3,140.218054
0.481051,5,140.28552
0.267746,4,140.351202
0.41183,6,140.419713
1.932482,9,140.491578
0.105929,3,140.555746
-0.5,1,140.616753
0.369951,4,140.682153
-0.005569,3,140.746025
0.48635,6,140.813848
-0.023137,5,140.880259
-0.274181,3,140.944807
1.705056,9,141.019816
0.024753,3,141.089425
0.235853,3,141.15604
-0.004968,3,141.222887
-0.5,1,141.283657
0.610637,5,141.350617
1.966936,11,141.428605
1.395167,8,141.499052
0.877472,6,141.5656
-0.114285,3,141.629216
0.140436,3,141.693196
0.092846,3,141.757402
-0.285112,2,141.819289
0.440141,6,141.888014
-0.280621,2,141.950425
0.947066,6,142.270916
-0.066774,3,142.340426
3.539719,15,142.43234
0.7185,5,142.504234
-0.313999,3,142.571628
0.841628,6,142.644839
-0.019396,3,142.710286
-0.2764,3,142.776127
1.065725,6,142.846904
0.490756,5,142.915002
2.625597,11,142.992017
-0.5,1,143.054682
0.773112,6,143.123115
3.068159,12,143.200312
0.72629,5,143.266453
2.043571,9,143.338328
-0.298902,2,143.399252
0.217199,4,143.463921
-0.5,1,143.523727
1.074369,7,143.59272
0.217703,4,143.657285
0.513485,6,143.725069
0.093584,3,143.788012
0.138319,3,143.850677
-0.5,1,143.915891
-0.5,1,143.979559
1.040437,9,144.055085
1.825745,11,144.129525
0.411881,6,144.197734
-0.174993,2,144.259904
1.936006,9,144.332557
-0.235619,2,144.397996
0.602885,5,144.467663
0.121353,3,144.530745
-0.5,1,144.590561
0.059367,3,144.653955
-0.039665,3,144.717108
0.661952,6,144.784038
1.218993,8,144.854843
1.802302,10,144.928621
3.15421,12,145.004983
-0.5,1,145.065104
2.950244,13,145.142355
0.937134,6,145.211094
-0.075396,3,145.273953
1.120499,6,145.340738
-0.129796,2,145.40296
0.386277,4,145.472202
0.244862,4,145.539268
-0.5,1,145.602611
0.639661,5,145.668753
0.398361,4,145.733844
0.455581,6,145.801223
-0.216861,2,145.863682
-0.080268,3,145.926331
0.438563,5,145.992574
2.182097,9,146.064894
0.978577,8,146.138366
0.119044,4,146.207652
0.414923,4,146.271624
0.146792,3,146.33788
-0.254961,2,146.403743
4.824033,16,146.488113
0.469397,4,146.553664
0.136307,3,146.617831
1.67237,7,146.690571
2.484443,12,146.769308
0.750618,5,146.835241
-0.038853,3,146.902125
2.07853,9,146.978173
1.298707,8,147.050067
0.162618,3,147.113951
0.79675,6,147.180956
0.880348,8,147.251292
0.078304,3,147.315194
0.16544,4,147.380299
2.287241,10,147.456269
0.287662,4,147.523554
0.161644,3,147.588057
0.368553,5,147.657066
1.009701,7,147.72773
1.260306,7,147.80038
0.27579,4,147.867221
0.249722,5,147.939462
1.13955,7,148.009149
3.198799,13,148.090079
-0.144015,2,148.153136
0.768855,5,148.222323
0.348497,4,148.286914
0.260035,4,148.35145
0.581502,6,148.42356
0.284395,4,148.489438
1.254041,8,148.563237
5.303229,20,148.657203
0.192224,3,148.730024
-0.182532,2,148.799936
0.336789,4,148.870794
-0.200707,2,148.940685
0.200071,5,149.01589
0.162947,4,149.086201
2.743947,10,149.168533
0.299578,4,149.24015
0.903121,7,149.311259
1.506705,9,149.383105
0.137221,4,149.449259
0.661147,5,149.515352
0.830012,6,149.584526
2.129223,11,149.666377
0.120757,3,149.735583
-0.143363,2,149.800184
0.013862,4,149.864802
0.089655,4,149.928959
1.542699,9,150.001031
-0.088344,4,150.064841
1.382737,8,150.135583
1.06903,8,150.207126
0.230602,4,150.272021
1.160952,6,150.344862
2.700705,11,150.426381
0.879152,6,150.496194
3.143752,12,150.578199
6.619917,20,150.670448
2.354436,10,150.749524
0.266082,4,150.816823
0.95943,6,150.88599
-0.5,1,150.95096
0.3866,5,151.021581
1.21258,7,151.091374
0.109578,3,151.15699
1.351495,8,151.231111
0.492542,4,151.299007
1.325913,7,151.370349
0.44154,4,151.435572
4.316715,15,151.516638
0.03975,3,151.581259
0.379511,4,151.64594
-0.104724,3,151.709231
1.108737,6,151.776938
1.073812,7,151.847575
-0.191196,2,151.909762
0.374516,4,151.973675
2.631667,11,152.048151
-0.5,1,152.109909
0.015686,3,152.172902
0.674569,6,152.240781
0.660725,5,152.306454
-0.014865,3,152.370046
0.733354,5,152.434932
1.029143,7,152.503732
4.493985,16,152.586353
0.256263,4,152.650538
-0.248217,2,152.71298
-0.086951,3,152.777092
0.973694,6,152.844509
0.360399,4,152.909225
-0.016764,3,152.976569
0.442465,6,153.045792
-0.118556,3,153.109082
-0.029789,3,153.173066
0.722291,5,153.23954
2.341146,10,153.313158
0.391165,4,153.37947
0.791531,5,153.446223
2.073102,10,153.520561
4.829329,17,153.607264
-0.5,1,153.66873
-0.13011,2,153.7334
0.264915,4,153.799325
-0.065429,3,153.866179
1.737507,8,153.939141
1.394153,8,154.013459
3.805423,14,154.093755
5.056237,18,154.181174
0.443009,4,154.247021
0.801682,6,154.317474
0.328932,4,154.384088
1.126972,6,154.455319
0.482693,4,154.522044
2.316077,11,154.597553
1.993754,11,154.674165
-0.5,1,154.734286
-0.284137,2,154.796568
-0.056591,3,154.858875
3.632041,15,154.939716
0.781699,5,155.005432
1.047296,6,155.073554
1.87327,10,155.147041
0.090371,3,155.211666
0.66904,7,155.280412
0.047675,3,155.3436
1.978546,9,155.416068
0.589874,4,155.481651
-0.239915,2,155.542387
2.542506,11,155.617479
0.087787,3,155.680704
0.184815,4,155.745037
-0.5,1,155.804506
-0.084805,3,155.867271
2.67422,12,155.943117
0.14733,6,156.010368
1.467137,8,156.083102
2.184815,9,156.159185
0.035234,4,156.227674
2.495868,10,156.304132
0.666655,5,156.369619
0.41355,5,156.435412
0.613084,5,156.504073
1.166098,7,156.58006
0.206154,5,156.647203
3.965267,14,156.727506
-0.033484,3,156.792665
2.094388,11,156.875584
0.045261,3,156.939663
1.087418,6,157.007733
0.191866,4,157.072944
0.680883,5,157.140929
1.899573,13,157.222223
0.663572,5,157.289495
1.27811,7,157.359064
3.330316,13,157.440281
-0.232869,2,157.504965
0.515205,5,157.577479
-0.057415,3,157.646699
0.230115,4,157.720559
0.445004,6,157.792422
