#{"t_start": 1729711700.560496, "env_id": "None"}
r,l,t
1.297271,6,21.377423
0.038242,3,21.444436
0.190136,3,21.510754
-0.5,1,21.572412
-0.5,1,21.634255
0.148912,3,21.699484
-0.5,1,21.761607
0.507542,4,21.829769
-0.5,1,21.891627
-0.139942,2,21.955429
1.036628,6,22.028553
-0.197476,2,22.091381
-0.5,1,22.152067
0.389892,4,22.224019
-0.176074,2,22.288589
-0.170639,2,22.352827
-0.5,1,22.413612
0.767502,5,22.48637
-0.5,1,22.54879
0.723681,5,22.619808
-0.5,1,22.682115
0.959811,5,22.753313
0.486512,4,22.822048
2.766806,10,22.90455
-0.5,1,22.966496
-0.5,1,23.027096
-0.5,1,23.088956
1.214131,6,23.161563
0.434613,4,23.232683
0.88087,5,23.303046
-0.205245,2,23.366622
-0.5,1,23.427609
0.509418,4,23.495792
-0.172174,2,23.559189
0.119658,3,23.625241
-0.195247,2,23.693095
-0.5,1,23.756808
0.009794,3,23.822892
1.407496,7,23.89736
0.462205,4,23.967546
0.171796,3,24.033425
0.824885,5,24.103069
-0.5,1,24.165603
-0.17611,2,24.229073
-0.187634,2,24.292208
-0.5,1,24.353465
-0.5,1,24.414309
-0.161615,2,24.479893
0.925258,6,24.551884
-0.17666,2,24.615182
-0.178661,2,24.678505
1.09985,6,24.753003
-0.204495,2,24.817011
-0.180182,2,24.880748
-0.182841,2,24.944965
-0.5,1,25.005389
1.153315,6,25.078249
0.196771,3,25.144096
-0.5,1,25.206279
-0.175212,2,25.273004
0.177321,3,25.338455
-0.5,1,25.399251
-0.172594,2,25.462939
-0.191436,2,25.525905
-0.5,1,25.587046
0.459021,4,25.654385
0.189543,3,25.72073
-0.5,1,25.781982
1.818943,8,25.859826
3.179401,12,25.947418
0.738071,5,26.018192
-0.199352,2,26.082267
2.419843,10,26.163216
0.326512,4,26.231552
-0.5,1,26.294333
-0.185997,2,26.357146
-0.174821,2,26.420962
0.151588,3,26.486206
-0.5,1,26.548007
-0.216857,2,26.612389
-0.5,1,26.675381
-0.174656,2,26.739713
-0.155228,2,26.80418
-0.190594,2,26.867327
-0.187976,2,26.930707
0.523435,4,26.998149
0.456049,4,27.066683
1.738319,8,27.145002
-0.173451,2,27.208856
0.119642,3,27.276332
0.112287,3,27.342502
0.509017,4,27.409767
-0.5,1,27.47067
-0.5,1,27.532015
-0.5,1,27.593599
0.353019,4,27.661301
-0.5,1,27.723166
0.903465,5,27.795022
0.521388,4,27.863786
-0.168725,2,27.929245
-0.5,1,27.990827
0.177397,3,28.058258
0.50723,4,28.126193
0.121914,3,28.19132
-0.152836,2,28.255811
-0.5,1,28.317878
-0.5,1,28.378941
0.146157,3,28.446299
0.467495,4,28.513694
1.28627,7,28.588756
-0.137914,2,28.652405
-0.157744,2,28.717982
-0.153562,2,28.789304
-0.5,1,28.858594
0.112712,3,28.927867
2.592003,10,29.017117
-0.153207,2,29.080202
-0.188381,2,29.143422
-0.5,1,29.210839
-0.152304,2,29.286164
0.454744,4,29.363935
-0.190156,2,29.430865
0.110493,3,29.49737
-0.5,1,29.56322
0.064192,3,29.629889
1.209827,7,29.70644
1.510765,7,29.78488
-0.5,1,29.851585
-0.166942,2,29.919691
-0.149123,2,29.988866
1.474813,7,30.082358
-0.5,1,30.15574
0.112651,3,30.227363
-0.163016,2,30.30154
1.863974,9,30.382494
0.458153,4,30.45229
0.150486,3,30.530747
-0.5,1,30.608288
0.172883,3,30.695894
-0.204308,2,30.764883
0.504703,5,30.836468
0.750364,5,30.909597
-0.5,1,30.97185
0.085744,3,31.041237
-0.5,1,31.111546
0.702302,5,31.199639
-0.5,1,31.276518
-0.5,1,31.350149
-0.231925,2,31.428985
-0.171237,2,31.504752
0.108473,3,31.592695
0.12603,3,31.674621
-0.5,1,31.739131
0.38174,4,31.807122
0.918749,5,31.878891
0.521147,4,31.947208
-0.190044,2,32.011521
-0.150504,2,32.077844
-0.146574,2,32.142423
0.490327,4,32.212466
-0.184405,2,32.275714
-0.5,1,32.342299
-0.174685,2,32.410611
0.485098,4,32.48465
0.182351,3,32.556873
-0.5,1,32.623603
-0.5,1,32.693214
0.499425,4,32.775489
-0.5,1,32.857193
0.134018,3,32.938922
0.175815,3,33.007618
-0.5,1,33.070319
-0.5,1,33.14472
-0.5,1,33.223655
0.073334,3,33.308675
0.473427,4,33.38824
-0.156229,2,33.452287
-0.5,1,33.515205
-0.5,1,33.578663
0.506412,4,33.645976
-0.5,1,33.710483
-0.5,1,33.772593
-0.5,1,33.833119
1.122779,6,33.907113
-0.5,1,33.968294
1.595255,7,34.056591
-0.189351,2,34.130072
1.078708,6,34.202291
0.143932,3,34.267681
-0.5,1,34.328915
-0.5,1,34.393589
0.427407,4,34.46726
-0.5,1,34.529647
0.208775,3,34.602878
-0.142645,2,34.679339
0.193137,3,34.744247
1.794349,8,34.824612
-0.196927,2,34.893686
0.08934,3,34.963663
1.108868,6,35.04157
-0.228303,2,35.111228
-0.5,1,35.17068
-0.157184,2,35.233001
-0.5,1,35.293258
0.121371,3,35.357798
-0.5,1,35.420131
-0.5,1,35.480638
-0.163454,2,35.543169
-0.198263,2,35.607685
-0.5,1,35.66727
0.362015,4,35.734099
-0.171573,2,35.798705
-0.143849,2,35.861042
1.316357,7,35.937089
-0.177652,2,36.000532
0.135565,3,36.065466
-0.5,1,36.125707
2.602331,10,36.207067
-0.1752,2,36.269816
-0.158753,2,36.331477
0.465898,4,36.39875
-0.5,1,36.462111
-0.5,1,36.521517
0.114771,3,36.585969
-0.191024,2,36.648123
-0.189149,2,36.7111
-0.5,1,36.773689
-0.5,1,36.833875
-0.5,1,36.895275
0.45038,4,36.961793
0.149637,3,37.027645
-0.5,1,37.088208
0.063558,3,37.15422
-0.167477,2,37.217921
-0.181184,2,37.279926
-0.5,1,37.357198
0.797507,5,37.451201
-0.5,1,37.518735
-0.5,1,37.585886
0.195182,3,37.653796
-0.5,1,37.714096
-0.185286,2,37.777479
-0.5,1,37.83863
-0.5,1,37.900462
5.123549,17,38.11055
0.17977,3,38.182079
0.766533,5,38.263396
-0.179438,2,38.342151
1.362835,7,38.432091
-0.160941,2,38.49692
-0.5,1,38.560242
-0.153413,2,38.625623
-0.159471,2,38.68895
-0.5,1,38.750042
-0.5,1,38.811861
-0.175621,2,38.877247
-0.5,1,38.937109
1.827994,8,39.024802
-0.5,1,39.09692
-0.038157,3,39.196829
-0.5,1,39.263882
0.16335,3,39.328984
-0.137894,3,39.39623
0.131207,3,39.468674
-0.186268,2,39.534159
0.425262,4,39.601681
-0.191258,2,39.664969
-0.196366,2,39.728955
-0.5,1,39.792084
-0.5,1,39.859557
-0.158374,2,39.922557
0.499433,4,39.991115
0.127405,3,40.066537
-0.5,1,40.142771
0.407365,4,40.218659
-0.185359,2,40.282337
0.198662,3,40.349164
-0.18585,2,40.415862
0.008461,3,40.482906
-0.5,1,40.545586
-0.5,1,40.604937
0.174181,3,40.669369
-0.5,1,40.728881
-0.164416,2,40.792155
1.237691,7,40.866618
-0.170424,2,40.931181
0.913263,7,41.005486
1.82889,8,41.090561
0.083061,3,41.164025
-0.5,1,41.236636
-0.5,1,41.297483
-0.1716,2,41.35977
-0.5,1,41.420185
-0.5,1,41.480402
0.150983,3,41.556059
-0.5,1,41.624051
0.183733,3,41.693081
0.109881,3,41.760331
-0.5,1,41.822121
-0.163842,2,41.888553
-0.159057,2,41.993851
-0.156656,2,42.068751
-0.5,1,42.135902
-0.5,1,42.208706
-0.5,1,42.282126
-0.5,1,42.352616
-0.5,1,42.424129
-0.5,1,42.487827
-0.178869,2,42.558878
-0.5,1,42.648095
0.211561,3,42.725997
0.35002,4,42.798378
0.158168,3,42.869333
-0.174045,2,42.934316
0.167382,3,43.001477
-0.182758,2,43.148225
-0.5,1,43.24087
0.450633,4,43.330994
-0.5,1,43.399637
-0.167435,2,43.470172
-0.1721,2,43.540942
-0.5,1,43.624387
-0.5,1,43.703388
0.174011,3,43.780863
-0.5,1,43.851259
0.042326,3,43.935176
2.224563,10,44.044228
0.930167,5,44.127416
-0.5,1,44.20434
0.119349,3,44.559984
0.838356,5,44.660992
-0.5,1,44.792174
-0.182041,2,44.874988
-0.169614,2,44.948427
-0.5,1,45.029863
-0.5,1,45.110936
1.923097,8,45.209259
-0.5,1,45.303524
0.097196,3,45.444907
-0.5,1,45.562968
1.117288,6,45.675491
-0.5,1,45.770903
0.484952,4,45.857871
-0.5,1,45.927711
-0.5,1,45.99603
-0.5,1,46.069577
-0.5,1,46.145982
-0.172511,2,46.213335
-0.174444,2,46.287278
-0.5,1,46.364383
-0.5,1,46.438243
-0.5,1,46.507205
-0.5,1,46.588943
-0.187527,2,46.666207
1.043057,7,46.760094
0.869842,5,46.847622
-0.2092,2,46.930941
1.177119,6,47.01926
-0.5,1,47.094339
-0.5,1,47.180685
-0.183407,2,47.255361
0.315557,4,47.337522
-0.5,1,47.414517
0.392599,4,47.495504
1.505189,7,47.584166
-0.5,1,47.655789
-0.5,1,47.72215
-0.5,1,47.791064
-0.195161,2,47.86142
-0.5,1,47.92791
0.424444,4,47.9986
-0.5,1,48.067984
-0.5,1,48.131934
-0.149015,2,48.202391
1.152749,6,48.287606
-0.5,1,48.358686
-0.22144,2,48.42912
-0.170203,2,48.495986
-0.5,1,48.566525
0.377222,4,48.64697
-0.204907,2,48.718863
-0.151597,2,48.788134
0.778371,5,48.872527
-0.5,1,48.937811
0.517763,4,49.010568
-0.5,1,49.079306
-0.184676,2,49.148186
0.329092,4,49.222112
-0.5,1,49.291459
1.530365,8,49.37828
-0.5,1,49.449363
0.149472,3,49.520968
0.106153,3,49.593071
-0.5,1,49.66406
0.436681,4,49.73938
-0.5,1,49.80881
1.477035,7,49.905904
-0.5,1,49.977659
0.578589,4,50.060381
0.097913,3,50.145069
1.08386,6,50.268739
-0.5,1,50.336056
1.335618,7,50.424777
-0.5,1,50.495428
1.993791,8,50.583743
0.822548,5,50.670459
-0.5,1,50.74359
-0.5,1,50.816395
-0.189636,2,50.890416
-0.5,1,50.958838
-0.5,1,51.027842
0.406686,4,51.111112
3.466926,13,51.225794
0.1555,3,51.309162
0.121885,3,51.384269
-0.159281,2,51.459806
-0.184245,2,51.533761
-0.149366,2,51.606481
-0.5,1,51.676369
-0.298814,2,51.748278
-0.5,1,51.814313
0.576475,4,51.893095
-0.5,1,51.96198
0.412653,4,52.039077
-0.167245,2,52.109619
1.596559,8,52.198814
-0.5,1,52.269668
1.089148,6,52.344489
-0.5,1,52.412222
1.886084,8,52.506185
1.26831,7,52.588984
-0.161293,2,52.661657
-0.176292,2,52.735032
-0.5,1,52.802826
2.182183,9,52.889754
0.754875,5,52.965584
-0.5,1,53.034094
-0.5,1,53.100961
-0.5,1,53.166328
-0.142233,2,53.241918
-0.5,1,53.314243
0.097351,3,53.391019
-0.166717,2,53.466013
-0.5,1,53.537524
-0.5,1,53.606877
-0.5,1,53.679289
-0.194335,2,53.751068
0.490308,4,53.828397
-0.163663,2,53.901441
-0.209188,2,53.974663
-0.5,1,54.043321
1.064847,6,54.124313
-0.173411,2,54.19661
-0.186981,2,54.267539
0.395893,4,55.048692
-0.5,1,55.122503
1.569818,7,55.208991
1.200026,6,55.288569
2.085641,9,55.376394
3.909481,15,55.482725
-0.13162,2,55.553293
0.104319,3,55.630489
-0.180447,2,55.707503
-0.170957,2,55.779258
-0.5,1,55.847604
1.306346,7,55.928839
-0.182699,2,55.998782
-0.5,1,56.070305
0.459187,4,56.145835
0.179102,3,56.218284
0.148805,3,56.291103
1.460155,7,56.371849
2.30247,11,56.469956
0.48663,4,56.547904
0.689293,5,56.624901
-0.5,1,56.692402
1.535268,8,56.774004
-0.178245,2,56.847274
-0.5,1,56.915271
-0.218902,2,56.988541
-0.5,1,57.056521
2.209736,10,57.147986
0.462705,4,57.221377
2.408262,10,57.310912
-0.183539,2,57.384037
0.864914,5,57.464615
0.155542,3,57.537471
0.753682,5,57.611653
-0.5,1,57.68427
0.786477,5,57.760847
2.686043,11,57.853808
-0.170257,2,57.926049
-0.5,1,57.993069
0.796718,5,58.070702
-0.5,1,58.143597
0.118353,3,58.226595
-0.5,1,58.303546
2.687059,11,58.3987
0.416885,4,58.477264
0.16902,3,58.551374
-0.5,1,58.621558
0.15075,3,58.700534
0.098725,3,58.77487
-0.5,1,58.844689
1.460831,7,58.929331
-0.5,1,58.997469
1.576282,7,59.08445
0.448862,4,59.165803
-0.5,1,59.240303
1.596261,7,59.327296
-0.5,1,59.398766
-0.5,1,59.468462
0.400506,4,59.543824
2.736744,10,59.635407
-0.5,1,59.712298
0.48034,4,59.794641
6.179224,19,59.912596
-0.21424,2,59.986555
0.119621,3,60.064515
0.862537,5,60.14158
-0.5,1,60.209725
-0.169279,2,60.28089
-0.5,1,60.346781
-0.177236,2,60.417642
-0.5,1,60.494543
1.238543,7,60.582547
1.103137,6,60.665483
-0.5,1,60.733547
0.118777,3,60.811724
0.448799,4,60.891297
-0.5,1,60.959956
0.801877,5,61.039765
-0.5,1,61.104832
1.988386,8,61.189213
-0.164543,2,61.263672
1.263246,6,61.350418
-0.5,1,61.423018
-0.225599,2,61.493704
-0.5,1,61.561906
0.154202,3,61.635689
0.19206,3,61.707911
0.808729,5,61.782828
0.17696,3,61.857611
-0.5,1,61.924089
1.787797,8,62.00546
0.452336,4,62.079227
-0.163318,2,62.150408
1.252429,6,62.232809
2.186251,9,62.320214
4.106276,14,62.426026
-0.5,1,62.49207
0.517867,4,62.56754
0.149712,3,62.641723
-0.219196,2,62.709574
0.150794,3,62.780881
-0.144138,2,62.850026
4.058059,16,62.953429
3.261919,12,63.048559
-0.5,1,63.115539
0.42094,4,63.19511
0.946479,5,63.276024
-0.175356,2,63.345233
0.146776,3,63.41782
0.452834,4,63.492413
1.88087,8,63.576835
-0.5,1,63.642951
-0.215817,3,63.71551
-0.5,1,63.781552
-0.5,1,63.84889
-0.5,1,63.915
-0.5,1,63.984427
0.461284,4,64.060975
0.1373,3,64.132311
1.132112,6,64.213302
-0.5,1,64.282137
-0.5,1,64.349417
0.349266,4,64.423606
0.181367,3,64.497268
0.564611,4,64.573283
0.08422,3,64.645817
0.151103,3,64.720319
-0.149465,2,64.791242
-0.5,1,64.860412
0.412857,4,64.936987
0.144482,3,65.011093
-0.5,1,65.078922
1.097457,6,65.158636
0.202683,3,65.232747
-0.17184,2,65.307572
-0.194862,2,65.376619
-0.5,1,65.444526
0.189817,3,65.517192
-0.166181,2,65.588527
-0.5,1,65.658104
1.202027,6,65.740699
0.178633,3,65.815344
-0.5,1,65.881825
-0.164294,2,65.948919
0.123603,3,66.022125
-0.5,1,66.089874
-0.17391,2,66.160687
-0.5,1,66.227474
0.119036,3,66.299161
-0.5,1,66.36562
0.09,3,66.43728
-0.163794,2,66.507645
-0.175669,2,66.576142
-0.5,1,66.648344
-0.5,1,66.713898
-0.5,1,66.780712
-0.5,1,66.851887
0.129742,3,66.923565
-0.5,1,66.991156
-0.164894,2,67.063006
0.149134,3,67.134105
0.53669,4,67.210728
0.845095,5,67.288103
2.733864,10,67.376493
-0.5,1,67.44382
-0.158334,2,67.511525
0.840467,5,67.588691
0.761347,5,67.66932
-0.5,1,67.736958
1.209168,6,67.814788
0.19347,3,67.888805
-0.5,1,67.955147
0.099232,3,68.027182
-0.172702,2,68.097876
0.306172,4,68.171393
0.776124,5,68.249634
-0.5,1,68.317028
-0.5,1,68.383169
0.416616,4,68.460341
0.762543,5,68.536831
1.491225,7,68.61837
-0.5,1,68.690896
0.519179,4,68.77415
-0.5,1,68.844329
-0.195167,2,68.914994
2.286805,10,69.004754
-0.5,1,69.073604
1.596897,7,69.153401
2.408472,10,69.245214
0.169863,3,69.318383
0.581045,4,69.392297
-0.5,1,69.462993
-0.5,1,69.527581
0.413839,4,69.606599
0.362777,4,69.681413
0.636841,5,69.762147
-0.5,1,69.858641
1.129847,6,69.938465
1.209133,6,70.015549
0.4652,4,70.088669
-0.192795,2,70.155928
3.778045,14,70.250851
0.784364,5,70.325784
-0.154302,2,70.392932
-0.189327,2,70.461394
-0.5,1,70.525954
0.556724,4,70.60102
3.62434,13,70.695579
2.368896,9,70.780588
3.055957,12,70.874522
0.400756,4,70.94512
0.813876,6,71.022952
-0.5,1,71.086802
0.102973,3,71.154292
2.126952,9,71.238668
-0.5,1,71.302752
0.107979,3,71.373255
-0.5,1,71.439964
0.98235,6,71.516848
0.144381,3,71.587131
-0.5,1,71.653179
3.872086,14,71.800558
0.774003,5,71.890099
-0.160532,2,71.975265
-0.18394,2,72.133074
-0.5,1,72.211468
-0.152696,2,72.284831
0.057551,3,72.357734
2.168905,9,72.460163
1.51038,7,72.555988
-0.5,1,72.639812
-0.17075,2,72.715297
-0.5,1,72.849377
0.770509,5,73.044916
1.771849,8,73.153074
2.472948,10,73.257639
0.08844,3,73.423909
-0.5,1,73.49444
1.472039,7,73.576211
-0.163767,2,73.64614
0.681774,5,73.723186
-0.5,1,73.789399
0.764793,5,73.859633
1.873333,8,73.936817
-0.17648,2,74.001716
-0.5,1,74.062994
-0.5,1,74.1545
1.319341,7,74.280563
-0.5,1,74.368324
0.053979,3,74.451727
-0.5,1,74.522144
1.370688,7,74.604079
-0.5,1,74.679153
0.151814,3,74.755046
-0.163074,2,74.829682
-0.5,1,74.895392
0.173596,3,74.96679
-0.194694,2,75.034183
-0.158272,2,75.098487
-0.5,1,75.160459
0.182642,3,75.23725
-0.5,1,75.302727
-0.5,1,75.366213
0.17576,3,75.44683
1.310169,6,75.52245
-0.5,1,75.586674
-0.5,1,75.659095
-0.5,1,75.726095
1.345968,7,75.801246
-0.5,1,75.862864
1.075153,6,75.939455
1.898611,8,76.019016
-0.5,1,76.08091
1.129747,6,76.153711
0.502976,4,76.223672
-0.5,1,76.293401
-0.5,1,76.356041
0.171414,3,76.422915
0.142547,3,76.487983
2.646832,10,76.569688
0.182748,3,76.639398
1.476653,7,76.718629
0.62636,5,76.799565
0.133743,3,76.873987
-0.5,1,76.940777
0.603985,5,77.01531
0.455714,4,77.096279
2.177221,9,77.193436
-0.5,1,77.268667
1.314688,7,77.376726
0.105611,3,77.459973
-0.220743,2,77.547518
0.139773,3,77.629232
-0.5,1,77.719243
2.861367,11,77.833244
1.485777,7,77.942299
0.901516,5,78.026704
0.865697,5,78.108439
-0.144703,2,78.181489
0.166001,3,78.256675
1.156433,6,78.348508
-0.5,1,78.425899
2.835084,12,78.524586
0.454397,4,78.605688
1.060986,6,78.699164
-0.5,1,78.77788
0.116788,3,78.86182
0.180642,3,78.938173
-0.166272,2,79.013716
0.853834,5,79.098422
-0.18094,2,79.171543
0.19199,3,79.250665
-0.167955,2,79.328804
-0.193955,2,79.414209
0.529192,4,79.491109
-0.169378,2,79.561983
-0.162947,2,79.635472
0.178788,3,79.712013
0.045175,3,79.789755
-0.5,1,79.860546
0.826319,5,79.94159
1.426271,7,80.031414
-0.5,1,80.105519
2.332508,10,80.207339
1.192486,6,80.297775
0.715076,5,80.381619
2.294222,9,80.47359
-0.5,1,80.54317
-0.154649,2,80.616411
0.576872,4,80.729662
-0.5,1,80.80376
-0.5,1,80.873997
-0.224443,2,80.945434
-0.5,1,81.015375
-0.5,1,81.090141
-0.5,1,81.159463
-0.5,1,81.229329
3.229132,14,81.334217
-0.5,1,81.403867
-0.5,1,81.473524
-0.5,1,81.543637
-0.5,1,81.613661
2.453693,10,81.708204
-0.5,1,81.777911
-0.15674,2,81.84931
1.221397,6,81.931703
2.006213,8,82.02026
0.495187,4,82.096243
4.32657,15,82.202559
0.212967,3,82.278101
0.086606,3,82.351894
-0.5,1,82.420056
-0.5,1,82.494301
0.886011,5,82.575079
-0.5,1,82.643858
1.618502,7,82.728273
-0.5,1,82.796283
-0.5,1,82.864859
0.142931,3,82.938246
-0.194753,2,83.010999
0.181281,3,83.083514
-0.5,1,83.15142
1.436369,7,83.237406
-0.5,1,83.306828
1.807983,8,83.394469
-0.138474,2,83.465701
0.498204,4,83.542777
-0.5,1,83.611575
2.726197,11,83.708817
-0.5,1,83.779073
-0.5,1,83.849545
0.488613,4,83.925898
-0.5,1,83.996309
0.469886,4,84.073563
-0.186209,2,84.152746
-0.15918,2,84.229484
0.781325,5,84.302692
2.371289,9,84.391963
1.276275,6,84.473735
0.133103,3,84.548466
-0.5,1,84.613192
2.294413,10,84.731174
-0.5,1,84.801645
-0.5,1,84.870496
-0.5,1,84.938105
0.457172,4,85.014647
